Well_ID,Depth_m,WOB_klbs,RPM,Flow_Rate_gpm,Torque_kftlbs,Mud_Weight_ppg,Formation,Bit_Hours,ROP_m_hr
VOLVE_15_9_F11,3100.89,22.33,70.5,454.1,6.07,10.57,Dolomite,29.74,10.64
VOLVE_15_9_F11,3101.55,25.24,77.0,433.8,3.02,10.51,Dolomite,29.78,9.33
VOLVE_15_9_F11,3101.93,26.28,73.2,450.4,6.89,10.72,Dolomite,29.79,9.46
VOLVE_15_9_F11,3102.59,25.78,73.7,491.9,5.75,10.38,Dolomite,29.81,9.49
VOLVE_15_9_F11,3103.53,20.73,74.4,391.5,4.29,10.54,Dolomite,29.84,9.41
VOLVE_15_9_F11,3104.51,17.49,64.3,451.7,5.42,10.51,Dolomite,29.86,7.52
VOLVE_15_9_F11,3105.47,22.11,93.7,432.6,4.13,10.6,Dolomite,29.87,9.69
VOLVE_15_9_F11,3106.02,22.87,84.0,457.2,4.11,10.47,Dolomite,29.92,6.45
VOLVE_15_9_F11,3106.86,17.54,80.2,432.7,6.05,10.45,Dolomite,29.95,7.96
VOLVE_15_9_F11,3107.45,22.58,97.5,409.0,5.57,10.48,Dolomite,29.98,8.59
VOLVE_15_9_F11,3108.21,16.0,108.7,471.9,6.95,10.49,Dolomite,30.0,7.97
VOLVE_15_9_F11,3108.75,26.3,58.8,567.1,4.43,10.55,Dolomite,30.04,9.68
VOLVE_15_9_F11,3109.19,23.63,106.6,452.2,6.08,10.73,Dolomite,30.09,9.22
VOLVE_15_9_F11,3109.75,20.39,81.9,427.2,5.53,10.21,Dolomite,30.11,8.3
VOLVE_15_9_F11,3110.19,22.76,62.0,427.1,5.46,10.65,Dolomite,30.13,7.31
VOLVE_15_9_F11,3110.73,23.07,88.4,493.6,6.15,10.47,Dolomite,30.17,8.74
VOLVE_15_9_F11,3111.47,23.65,80.5,421.1,5.89,10.51,Dolomite,30.21,6.68
VOLVE_15_9_F11,3111.83,22.62,95.1,508.2,5.49,10.37,Dolomite,30.25,9.05
VOLVE_15_9_F11,3112.58,24.81,84.4,390.8,3.17,10.54,Dolomite,30.28,7.09
VOLVE_15_9_F11,3112.83,19.28,87.6,463.9,6.09,10.48,Dolomite,30.32,10.0
VOLVE_15_9_F11,3113.04,22.13,75.7,482.8,2.28,10.5,Dolomite,30.36,9.08
VOLVE_15_9_F11,3113.42,26.92,66.8,486.7,3.94,10.63,Dolomite,30.39,9.66
VOLVE_15_9_F11,3113.78,21.58,93.3,483.9,4.5,10.63,Dolomite,30.43,7.6
VOLVE_15_9_F11,3114.65,23.06,74.3,466.9,6.27,10.75,Dolomite,30.45,9.46
VOLVE_15_9_F11,3115.46,19.97,88.2,502.4,4.85,10.45,Dolomite,30.48,8.05
VOLVE_15_9_F11,3116.19,27.86,104.5,416.6,8.32,10.64,Dolomite,30.5,10.01
VOLVE_15_9_F11,3116.95,23.18,79.8,430.5,3.62,10.63,Dolomite,30.53,8.24
VOLVE_15_9_F11,3117.68,19.32,92.7,440.1,3.81,10.55,Dolomite,30.57,6.86
VOLVE_15_9_F11,3118.55,25.2,81.7,515.6,2.79,10.79,Dolomite,30.59,7.91
VOLVE_15_9_F11,3119.17,19.79,76.7,474.9,3.56,10.44,Dolomite,30.61,8.83
VOLVE_15_9_F11,3119.39,24.19,58.8,483.5,4.3,10.56,Dolomite,30.64,8.83
VOLVE_15_9_F11,3120.28,25.06,81.6,449.1,7.24,10.59,Dolomite,30.66,7.7
VOLVE_15_9_F11,3120.85,27.55,79.7,488.9,6.93,10.36,Dolomite,30.68,10.58
VOLVE_15_9_F11,3121.8,23.05,69.1,394.2,5.4,10.73,Dolomite,30.72,7.66
VOLVE_15_9_F11,3122.71,22.61,51.7,439.9,4.44,10.52,Dolomite,30.75,6.3
VOLVE_15_9_F11,3123.23,17.43,57.1,447.6,5.34,10.61,Dolomite,30.8,6.83
VOLVE_15_9_F11,3124.18,21.36,109.0,437.3,7.08,10.78,Dolomite,30.84,7.64
VOLVE_15_9_F11,3124.42,20.71,82.8,443.4,4.33,10.57,Dolomite,30.87,7.53
VOLVE_15_9_F11,3125.15,22.05,60.6,478.1,4.24,10.55,Dolomite,30.89,7.55
VOLVE_15_9_F11,3125.9,21.2,73.2,465.8,4.49,10.55,Dolomite,30.91,8.72
VOLVE_15_9_F11,3126.77,24.47,82.3,504.0,3.36,10.39,Dolomite,30.94,9.59
VOLVE_15_9_F11,3127.35,21.11,88.9,372.8,6.69,10.49,Dolomite,30.97,9.56
VOLVE_15_9_F11,3127.74,23.7,78.7,515.8,4.61,10.52,Dolomite,30.99,9.6
VOLVE_15_9_F11,3127.98,22.22,112.5,430.3,5.34,10.56,Dolomite,31.02,7.1
VOLVE_15_9_F11,3128.55,20.96,113.2,508.9,7.33,10.75,Dolomite,31.04,7.88
VOLVE_15_9_F11,3129.11,20.73,87.9,439.6,4.54,10.68,Dolomite,31.07,9.39
VOLVE_15_9_F11,3129.6,23.1,76.7,471.0,6.75,10.46,Dolomite,31.08,8.23
VOLVE_15_9_F11,3130.31,25.95,87.9,413.2,3.56,10.54,Dolomite,31.11,8.63
VOLVE_15_9_F11,3130.93,20.7,,407.6,5.47,10.75,Dolomite,31.14,8.13
VOLVE_15_9_F11,3131.22,22.64,97.2,479.5,4.96,10.29,Dolomite,31.18,10.41
VOLVE_15_9_F11,3131.46,23.74,84.7,349.7,3.51,10.51,Dolomite,31.22,8.72
VOLVE_15_9_F11,3132.37,22.48,64.1,407.7,3.62,10.35,Dolomite,31.26,6.87
VOLVE_15_9_F11,3133.17,18.13,73.4,486.9,4.9,10.91,Dolomite,31.3,6.56
VOLVE_15_9_F11,3133.74,23.73,90.8,439.7,4.35,10.66,Dolomite,31.31,7.57
VOLVE_15_9_F11,3134.34,18.77,57.2,421.0,5.01,10.47,Dolomite,31.36,8.5
VOLVE_15_9_F11,3134.63,18.81,68.8,517.2,3.83,10.54,Dolomite,31.38,8.75
VOLVE_15_9_F11,3135.04,19.28,75.2,531.2,2.92,10.42,Dolomite,31.42,8.21
VOLVE_15_9_F11,3135.9,22.14,96.8,456.3,6.61,10.84,Dolomite,31.44,7.39
VOLVE_15_9_F11,3136.2,20.14,107.9,507.2,5.78,10.2,Dolomite,31.46,9.93
VOLVE_15_9_F11,3136.48,18.96,87.8,517.0,2.86,10.59,Dolomite,31.5,8.42
VOLVE_15_9_F11,3137.13,23.5,40.0,455.6,5.5,10.54,Dolomite,31.52,6.53
VOLVE_15_9_F11,3138.0,22.48,65.4,435.8,5.15,10.39,Dolomite,31.55,7.94
VOLVE_15_9_F11,3138.5,24.45,134.6,459.8,5.7,10.51,Dolomite,31.56,10.22
VOLVE_15_9_F11,3139.22,20.73,84.5,398.1,4.66,10.3,Dolomite,31.57,7.71
VOLVE_15_9_F11,3140.14,22.4,43.1,479.0,6.27,10.78,Dolomite,31.62,6.34
VOLVE_15_9_F11,3141.06,24.57,117.7,443.1,6.36,10.55,Dolomite,31.66,9.61
VOLVE_15_9_F11,3141.63,19.28,62.1,458.5,6.33,10.68,Dolomite,31.69,7.89
VOLVE_15_9_F11,3142.07,20.91,90.7,458.0,5.81,10.47,Dolomite,31.72,6.59
VOLVE_15_9_F11,3142.73,25.05,64.9,422.4,5.51,10.75,Dolomite,31.73,8.06
VOLVE_15_9_F11,3143.66,22.62,115.2,454.9,4.85,10.55,Dolomite,31.77,8.14
VOLVE_15_9_F11,3144.41,22.2,60.9,401.9,5.1,10.71,Dolomite,31.79,8.1
VOLVE_15_9_F11,3145.37,22.49,73.4,437.0,6.35,10.63,Dolomite,31.81,6.58
VOLVE_15_9_F11,3146.04,25.64,97.9,411.8,5.87,10.54,Dolomite,31.83,7.72
VOLVE_15_9_F11,3146.25,22.52,73.8,421.2,7.46,10.7,Dolomite,31.85,5.93
VOLVE_15_9_F11,3146.81,22.7,89.4,366.0,6.61,11.18,Dolomite,31.9,8.59
VOLVE_15_9_F11,3147.73,22.55,94.6,439.1,4.01,10.38,Dolomite,31.93,7.03
VOLVE_15_9_F11,3147.96,18.55,84.8,475.7,4.36,10.53,Dolomite,31.95,6.62
VOLVE_15_9_F11,3148.66,23.85,65.5,463.4,5.94,10.36,Dolomite,31.98,8.19
VOLVE_15_9_F11,3149.16,20.54,70.3,499.7,3.07,10.61,Dolomite,32.01,7.72
VOLVE_15_9_F11,3149.68,19.44,76.4,418.2,4.76,10.58,Dolomite,32.03,8.33
VOLVE_15_9_F11,3150.34,18.24,90.9,437.2,3.89,10.84,Dolomite,32.08,8.46
VOLVE_15_9_F11,3150.86,18.76,94.3,493.0,5.15,10.51,Dolomite,32.11,9.31
VOLVE_15_9_F11,3151.8,16.93,85.2,452.8,3.69,10.69,Dolomite,32.13,9.3
VOLVE_15_9_F11,3152.24,20.05,92.7,463.7,6.46,10.24,Dolomite,32.16,9.72
VOLVE_15_9_F11,3153.05,21.53,58.2,540.9,4.2,10.57,Dolomite,32.2,8.16
VOLVE_15_9_F11,3153.32,25.27,86.6,446.1,6.37,10.42,Dolomite,32.22,9.03
VOLVE_15_9_F11,3153.79,22.77,81.1,436.9,3.47,10.64,Dolomite,32.27,8.86
VOLVE_15_9_F11,3154.12,23.25,89.5,416.6,5.07,10.72,Dolomite,32.28,6.26
VOLVE_15_9_F11,3154.49,25.82,93.4,444.7,4.19,10.46,Dolomite,32.3,8.79
VOLVE_15_9_F11,3155.15,15.49,66.3,497.2,5.82,10.63,Dolomite,32.35,5.45
VOLVE_15_9_F11,3155.62,23.6,80.5,479.3,4.4,10.5,Dolomite,32.37,7.75
VOLVE_15_9_F11,3155.86,23.41,102.1,513.6,5.53,10.56,Dolomite,32.38,7.76
VOLVE_15_9_F11,3156.75,24.69,86.7,470.7,5.94,10.61,Dolomite,32.39,9.16
VOLVE_15_9_F11,3157.49,18.14,80.6,366.7,3.95,10.4,Dolomite,32.43,8.07
VOLVE_15_9_F11,3158.45,21.2,63.8,481.5,3.43,10.4,Dolomite,32.46,8.96
VOLVE_15_9_F11,3159.29,20.31,90.2,460.5,5.4,10.68,Dolomite,32.5,7.21
VOLVE_15_9_F11,3159.94,19.42,61.2,456.4,2.35,10.45,Dolomite,32.53,6.75
VOLVE_15_9_F11,3160.51,28.42,79.4,505.1,7.36,10.75,Dolomite,32.57,10.23
VOLVE_15_9_F11,3161.47,21.23,74.7,445.3,4.87,10.29,Dolomite,32.62,7.5
VOLVE_15_9_F11,3162.01,24.97,88.0,479.5,3.8,10.69,Dolomite,32.66,7.98
VOLVE_15_9_F11,3162.64,24.41,73.1,413.3,4.98,10.56,Dolomite,32.68,8.91
VOLVE_15_9_F11,3163.11,19.05,77.2,395.6,5.57,10.54,Dolomite,32.72,8.04
VOLVE_15_9_F11,3163.53,21.34,68.4,432.4,3.97,10.58,Dolomite,32.75,8.71
VOLVE_15_9_F11,3164.41,22.81,78.4,443.8,2.9,10.34,Dolomite,32.79,8.58
VOLVE_15_9_F11,3164.81,23.65,85.3,478.3,5.26,10.72,Dolomite,32.82,8.14
VOLVE_15_9_F11,3165.12,23.49,76.9,412.4,6.18,10.49,Dolomite,32.84,9.58
VOLVE_15_9_F11,3165.9,27.05,77.4,516.6,5.87,10.43,Dolomite,32.88,9.88
VOLVE_15_9_F11,3166.78,24.94,84.6,417.7,6.0,10.88,Dolomite,32.91,8.29
VOLVE_15_9_F11,3167.72,24.31,97.1,452.8,6.79,10.5,Dolomite,32.96,9.85
VOLVE_15_9_F11,3168.45,25.09,93.2,456.8,7.56,10.43,Dolomite,32.98,9.05
VOLVE_15_9_F11,3168.93,26.06,62.7,468.3,2.05,10.68,Dolomite,33.02,6.94
VOLVE_15_9_F11,3169.54,21.12,93.6,474.4,3.71,10.6,Dolomite,33.05,8.41
VOLVE_15_9_F11,3169.89,,102.6,546.8,5.43,10.71,Dolomite,33.09,10.43
VOLVE_15_9_F11,3170.26,21.16,92.7,432.2,5.63,10.57,Dolomite,33.11,9.3
VOLVE_15_9_F11,3171.18,19.25,45.9,468.9,2.56,10.7,Dolomite,33.14,7.12
VOLVE_15_9_F11,3172.06,20.23,86.0,453.0,4.17,10.87,Dolomite,33.18,6.97
VOLVE_15_9_F11,3172.48,22.94,102.8,495.7,7.67,10.44,Dolomite,33.21,7.9
VOLVE_15_9_F11,3172.98,21.31,75.3,474.3,4.62,10.49,Dolomite,33.25,7.8
VOLVE_15_9_F11,3173.95,24.32,125.6,465.1,6.32,10.32,Dolomite,33.3,8.79
VOLVE_15_9_F11,3174.46,23.46,49.4,396.6,7.0,10.62,Dolomite,33.33,7.37
VOLVE_15_9_F11,3174.93,23.61,84.3,438.2,5.5,10.58,Dolomite,33.37,8.47
VOLVE_15_9_F11,3175.29,19.54,92.9,417.3,6.1,10.75,Dolomite,33.42,6.57
VOLVE_15_9_F11,3175.81,20.51,84.6,438.5,5.8,10.55,Dolomite,33.44,7.27
VOLVE_15_9_F11,3176.3,17.93,84.4,423.3,4.48,10.55,Dolomite,33.47,7.17
VOLVE_15_9_F11,3177.09,24.13,66.5,435.6,4.7,10.59,Dolomite,33.52,8.34
VOLVE_15_9_F11,3177.57,27.52,73.4,439.9,7.0,10.52,Dolomite,33.55,9.08
VOLVE_15_9_F11,3178.14,23.16,90.7,440.6,5.43,10.61,Dolomite,33.58,7.36
VOLVE_15_9_F11,3178.59,23.38,50.3,444.6,3.65,10.59,Dolomite,33.59,6.04
VOLVE_15_9_F11,3179.05,21.39,95.6,419.2,6.66,10.64,Dolomite,33.61,7.31
VOLVE_15_9_F11,3179.45,22.18,80.3,457.8,1.78,10.53,Dolomite,33.65,8.76
VOLVE_15_9_F11,3180.05,25.91,90.3,420.3,7.58,10.64,Dolomite,33.7,8.26
VOLVE_15_9_F11,3180.59,22.95,94.7,432.4,5.26,10.65,Dolomite,33.74,8.42
VOLVE_15_9_F11,3180.84,24.32,138.0,454.4,6.27,10.51,Dolomite,33.78,9.83
VOLVE_15_9_F11,3181.78,25.98,103.0,353.1,5.98,10.55,Dolomite,33.82,9.86
VOLVE_15_9_F11,3182.26,25.48,64.0,556.0,6.85,10.53,Dolomite,33.85,7.23
VOLVE_15_9_F11,3183.07,22.81,114.5,477.4,5.98,10.38,Dolomite,33.87,10.34
VOLVE_15_9_F11,3183.99,23.0,41.3,469.2,4.66,10.49,Dolomite,33.9,7.63
VOLVE_15_9_F11,3184.2,21.77,75.4,435.5,3.95,10.68,Dolomite,33.95,9.29
VOLVE_15_9_F11,3184.5,23.99,84.6,460.1,4.57,10.69,Dolomite,33.98,9.72
VOLVE_15_9_F11,3184.85,21.71,77.2,408.0,5.88,10.61,Dolomite,34.02,7.83
VOLVE_15_9_F11,3185.76,23.62,86.3,476.0,5.69,10.41,Dolomite,34.06,7.7
VOLVE_15_9_F11,3186.4,25.34,79.5,389.0,7.5,10.71,Dolomite,34.08,8.85
VOLVE_15_9_F11,3186.85,18.53,101.3,405.6,4.21,10.84,Dolomite,34.1,6.48
VOLVE_15_9_F11,3187.08,18.1,74.8,428.0,3.37,10.65,Dolomite,34.13,7.43
VOLVE_15_9_F11,3187.31,22.64,80.3,516.8,5.6,10.56,Dolomite,34.16,7.62
VOLVE_15_9_F11,3187.97,24.42,108.6,,5.72,10.43,Dolomite,34.18,8.52
VOLVE_15_9_F11,3188.73,23.47,96.6,469.7,4.12,10.56,Dolomite,34.21,6.29
VOLVE_15_9_F11,3189.24,19.73,79.5,373.9,4.35,10.49,Dolomite,34.25,7.26
VOLVE_15_9_F11,3189.67,25.01,89.1,457.4,6.43,10.53,Dolomite,34.29,8.71
VOLVE_15_9_F11,3190.52,27.53,110.1,525.8,4.55,10.76,Dolomite,34.33,8.84
VOLVE_15_9_F11,3191.41,20.59,61.3,476.4,3.41,10.7,Dolomite,34.37,7.14
VOLVE_15_9_F11,3191.92,20.96,65.7,373.5,4.0,10.51,Dolomite,34.41,6.14
VOLVE_15_9_F11,3192.72,22.83,73.4,458.1,4.31,10.58,Dolomite,34.44,8.58
VOLVE_15_9_F11,3193.61,22.46,85.3,437.8,6.25,10.56,Dolomite,34.45,8.17
VOLVE_15_9_F11,3194.12,25.78,96.5,505.4,5.1,10.5,Dolomite,34.48,11.17
VOLVE_15_9_F11,3194.44,23.49,70.5,452.4,7.13,10.36,Dolomite,34.52,8.44
VOLVE_15_9_F11,3194.94,22.05,67.9,398.8,3.75,10.69,Dolomite,34.54,7.75
VOLVE_15_9_F11,3195.19,21.31,62.3,450.9,5.29,10.74,Dolomite,34.59,6.91
VOLVE_15_9_F11,3195.42,18.96,67.9,428.5,4.68,10.47,Dolomite,34.62,8.39
VOLVE_15_9_F11,3196.28,26.21,72.2,370.0,5.45,10.47,Dolomite,34.64,7.4
VOLVE_15_9_F11,3197.16,24.36,49.6,449.4,1.98,10.7,Dolomite,34.67,8.73
VOLVE_15_9_F11,3197.88,22.57,73.6,456.6,3.82,10.47,Dolomite,34.71,9.6
VOLVE_15_9_F11,3198.76,23.07,66.3,471.7,4.87,10.36,Dolomite,34.74,7.22
VOLVE_15_9_F11,3199.71,22.53,79.5,497.1,2.86,10.5,Dolomite,34.75,7.65
VOLVE_15_9_F11,3200.46,18.39,107.5,445.2,1.76,10.77,Dolomite,34.78,6.8
VOLVE_15_9_F11,3201.39,19.25,58.1,396.4,3.12,10.49,Dolomite,34.8,5.35
VOLVE_15_9_F11,3202.32,22.3,97.2,422.9,5.87,10.47,Dolomite,34.83,8.46
VOLVE_15_9_F11,3202.74,22.26,107.0,455.7,6.18,10.5,Dolomite,34.87,8.48
VOLVE_15_9_F11,3203.7,22.78,96.5,505.0,4.03,10.4,Dolomite,34.89,9.15
VOLVE_15_9_F11,3204.69,27.06,87.1,456.6,5.5,10.37,Dolomite,34.92,8.64
VOLVE_15_9_F11,3205.12,22.1,101.7,451.1,6.02,10.53,Dolomite,34.96,9.27
VOLVE_15_9_F11,3205.82,20.92,91.5,447.0,6.84,10.36,Dolomite,34.99,8.04
VOLVE_15_9_F11,3206.19,22.96,98.6,456.1,7.09,10.51,Dolomite,35.01,8.23
VOLVE_15_9_F11,3206.71,19.33,83.8,532.8,6.09,10.61,Dolomite,35.04,7.93
VOLVE_15_9_F11,3207.41,23.22,66.1,453.0,4.43,10.63,Dolomite,35.09,8.25
VOLVE_15_9_F11,3207.64,21.02,99.4,445.9,5.32,10.55,Dolomite,35.13,7.67
VOLVE_15_9_F11,3208.35,23.4,121.1,457.9,6.01,10.39,Dolomite,35.15,9.77
VOLVE_15_9_F11,3208.94,22.39,76.9,429.4,4.91,10.51,Dolomite,35.2,7.0
VOLVE_15_9_F11,3209.24,22.48,82.3,394.0,3.61,10.62,Dolomite,35.22,7.25
VOLVE_15_9_F11,3209.99,24.41,83.7,386.8,7.18,10.66,Dolomite,35.24,6.25
VOLVE_15_9_F11,3210.94,24.68,59.9,427.4,5.64,10.53,Dolomite,35.27,7.33
VOLVE_15_9_F11,3211.15,27.93,69.2,503.7,6.6,10.46,Dolomite,35.32,7.33
VOLVE_15_9_F11,3211.7,24.58,86.5,503.1,6.3,10.58,Dolomite,35.34,8.94
VOLVE_15_9_F11,3212.0,22.24,80.6,411.8,4.69,10.52,Dolomite,35.36,8.15
VOLVE_15_9_F11,3212.36,21.27,82.2,450.1,3.35,10.42,Dolomite,35.37,8.88
VOLVE_15_9_F11,3212.96,23.72,82.4,461.7,6.27,10.62,Dolomite,35.4,9.84
VOLVE_15_9_F11,3213.39,26.51,80.2,427.4,6.41,10.57,Dolomite,35.43,8.0
VOLVE_15_9_F11,3214.11,25.0,70.5,508.8,5.65,10.41,Dolomite,35.46,7.33
VOLVE_15_9_F11,3214.52,21.08,88.5,486.9,7.81,10.48,Dolomite,35.48,8.71
VOLVE_15_9_F11,3215.34,23.99,86.9,470.9,4.78,10.54,Dolomite,35.5,7.77
VOLVE_15_9_F11,3215.69,23.42,68.8,459.2,4.76,10.34,Dolomite,35.54,7.09
VOLVE_15_9_F11,3216.61,25.49,88.2,393.9,5.86,10.46,Dolomite,35.56,8.1
VOLVE_15_9_F11,3217.13,23.62,72.6,510.7,4.62,10.67,Dolomite,35.57,7.3
VOLVE_15_9_F11,3217.38,23.53,91.8,479.7,5.21,10.5,Dolomite,35.59,10.38
VOLVE_15_9_F11,3217.66,19.92,81.3,472.8,6.25,10.45,Dolomite,35.63,7.34
VOLVE_15_9_F11,3218.28,24.85,87.9,426.9,4.78,10.74,Dolomite,35.67,8.01
VOLVE_15_9_F11,3219.21,19.4,84.6,430.4,4.32,10.63,Dolomite,35.68,8.25
VOLVE_15_9_F11,3219.82,23.1,81.1,476.2,5.99,10.68,Dolomite,35.71,10.23
VOLVE_15_9_F11,3220.38,21.5,86.9,500.5,3.65,10.46,Dolomite,35.75,7.84
VOLVE_15_9_F11,3221.2,21.36,94.6,525.4,5.24,10.53,Dolomite,35.79,6.36
VOLVE_15_9_F11,3221.58,24.34,83.8,427.0,5.29,10.57,Dolomite,35.83,7.89
VOLVE_15_9_F11,3222.33,22.88,83.5,450.1,6.06,10.61,Dolomite,35.84,6.32
VOLVE_15_9_F11,3222.7,16.91,76.6,372.7,5.64,10.92,Dolomite,35.86,6.2
VOLVE_15_9_F11,3223.58,22.4,54.7,358.0,4.64,10.59,Dolomite,35.91,8.34
VOLVE_15_9_F11,3224.48,21.93,82.4,477.4,5.11,10.74,Dolomite,35.95,7.05
VOLVE_15_9_F11,3224.84,26.04,62.9,422.3,5.25,10.92,Dolomite,35.99,6.43
VOLVE_15_9_F11,3225.15,19.79,73.4,377.5,4.51,10.83,Dolomite,36.02,7.8
VOLVE_15_9_F11,3225.93,27.7,68.9,409.9,7.08,10.6,Dolomite,36.05,7.72
VOLVE_15_9_F11,3226.65,25.05,71.2,470.2,5.92,10.75,Dolomite,36.07,9.07
VOLVE_15_9_F11,3227.35,22.21,72.1,471.8,6.6,10.59,Dolomite,36.11,7.38
VOLVE_15_9_F11,3227.96,21.86,89.2,391.0,4.25,10.57,Dolomite,36.14,8.26
VOLVE_15_9_F11,3228.26,21.32,86.9,505.9,6.72,10.7,Dolomite,36.16,6.6
VOLVE_15_9_F11,3229.04,23.71,83.6,428.6,5.53,10.71,Dolomite,36.2,6.79
VOLVE_15_9_F11,3229.37,20.95,100.1,467.5,6.21,10.65,Dolomite,36.25,7.94
VOLVE_15_9_F11,3230.0,22.63,127.8,458.0,3.66,10.55,Dolomite,36.28,8.07
VOLVE_15_9_F11,3230.48,20.21,89.5,456.0,7.11,10.5,Dolomite,36.29,10.4
VOLVE_15_9_F11,3230.94,24.71,95.5,419.0,6.19,10.4,Dolomite,36.33,9.25
VOLVE_15_9_F11,3231.81,23.35,86.1,455.5,7.63,10.6,Dolomite,36.36,9.1
VOLVE_15_9_F11,3232.37,21.76,91.6,467.2,6.67,10.61,Dolomite,36.39,7.92
VOLVE_15_9_F11,3232.97,22.33,57.6,448.5,2.42,10.7,Dolomite,36.44,5.49
VOLVE_15_9_F11,3233.89,21.2,41.3,460.5,6.35,10.36,Dolomite,36.47,8.32
VOLVE_15_9_F11,3234.53,23.72,50.2,500.5,5.11,10.59,Dolomite,36.49,5.5
VOLVE_15_9_F11,3235.37,19.8,72.5,437.6,5.64,10.55,Dolomite,36.54,6.66
VOLVE_15_9_F11,3236.26,25.2,102.4,482.6,6.45,10.57,Dolomite,36.58,9.22
VOLVE_15_9_F11,3237.02,23.38,85.7,448.1,5.27,10.77,Dolomite,36.6,10.45
VOLVE_15_9_F11,3237.34,21.83,76.0,513.5,4.62,10.77,Dolomite,36.62,9.42
VOLVE_15_9_F11,3237.63,24.42,90.4,400.2,6.4,10.73,Dolomite,36.65,8.52
VOLVE_15_9_F11,3238.18,23.92,87.2,508.6,4.46,10.59,Dolomite,36.68,10.26
VOLVE_15_9_F11,3238.43,20.34,61.6,435.2,4.79,10.55,Dolomite,36.72,6.48
VOLVE_15_9_F11,3238.87,26.22,88.9,540.9,7.38,10.76,Dolomite,36.74,9.2
VOLVE_15_9_F11,3239.24,16.72,94.4,473.9,3.46,10.84,Dolomite,36.76,8.52
VOLVE_15_9_F11,3239.47,25.68,113.4,490.5,5.77,10.82,Dolomite,36.78,7.37
VOLVE_15_9_F11,3239.99,22.55,80.7,450.0,6.64,10.65,Dolomite,36.82,8.07
VOLVE_15_9_F11,3240.39,25.44,107.3,483.7,4.92,10.59,Dolomite,36.83,9.01
VOLVE_15_9_F11,3240.67,26.56,75.8,483.7,3.24,10.68,Dolomite,36.87,8.29
VOLVE_15_9_F11,3241.45,21.9,116.8,450.8,3.34,10.69,Dolomite,36.91,6.96
VOLVE_15_9_F11,3242.38,22.02,73.0,487.1,4.51,10.52,Dolomite,36.93,7.94
VOLVE_15_9_F11,3243.08,23.76,91.5,322.1,7.53,10.55,Dolomite,36.98,7.86
VOLVE_15_9_F11,3244.02,20.14,86.2,430.7,4.19,11.04,Dolomite,37.01,6.69
VOLVE_15_9_F11,3244.36,22.15,104.2,457.3,5.21,10.52,Dolomite,37.03,8.83
VOLVE_15_9_F11,3245.17,21.94,102.2,476.6,5.57,,Dolomite,37.08,9.39
VOLVE_15_9_F11,3245.7,20.02,66.2,495.4,6.12,10.5,Dolomite,37.13,6.51
VOLVE_15_9_F11,3246.29,21.81,76.8,446.4,,10.56,Dolomite,37.14,8.05
VOLVE_15_9_F11,3247.02,24.87,113.8,440.9,5.76,10.44,Dolomite,37.18,9.89
VOLVE_15_9_F11,3247.85,24.69,83.4,491.4,6.19,10.44,Dolomite,37.21,9.47
VOLVE_15_9_F11,3248.09,22.55,94.1,502.6,6.71,10.68,Dolomite,37.26,7.97
VOLVE_15_9_F11,3248.6,23.15,65.8,486.1,3.1,10.66,Dolomite,37.29,8.26
VOLVE_15_9_F11,3249.42,22.24,78.2,450.4,4.72,10.86,Dolomite,37.34,7.14
VOLVE_15_9_F11,3250.04,18.6,71.2,558.4,3.3,10.59,Dolomite,37.38,8.02
VOLVE_15_9_F11,3250.52,20.46,95.8,459.7,4.41,10.61,Dolomite,37.42,6.87
VOLVE_15_9_F11,3250.75,25.4,92.9,465.2,6.46,10.58,Dolomite,37.43,6.76
VOLVE_15_9_F11,3250.96,26.0,100.2,521.8,4.4,10.44,Dolomite,37.47,9.14
VOLVE_15_9_F11,3251.5,20.86,65.6,517.6,7.63,10.67,Dolomite,37.52,8.23
VOLVE_15_9_F11,3252.08,25.81,90.1,484.8,6.46,10.56,Dolomite,37.56,8.98
VOLVE_15_9_F11,3252.47,20.01,82.2,420.4,4.33,10.37,Dolomite,37.6,6.28
VOLVE_15_9_F11,3253.31,21.72,45.2,461.0,4.47,10.75,Dolomite,37.63,3.94
VOLVE_15_9_F11,3254.09,22.72,88.8,477.2,3.83,10.5,Dolomite,37.67,8.58
VOLVE_15_9_F11,3254.44,22.33,101.2,534.6,3.76,10.63,Dolomite,37.68,9.58
VOLVE_15_9_F11,3254.79,21.29,105.4,574.5,5.03,10.64,Dolomite,37.72,6.41
VOLVE_15_9_F11,3255.68,23.34,81.3,432.6,6.89,10.62,Dolomite,37.75,7.45
VOLVE_15_9_F11,3256.61,24.97,94.3,490.6,3.97,10.43,Dolomite,37.8,7.17
VOLVE_15_9_F11,3257.6,19.4,90.0,423.9,6.58,10.8,Dolomite,37.83,7.56
VOLVE_15_9_F11,3258.35,23.35,70.5,451.5,4.94,10.48,Dolomite,37.85,8.76
VOLVE_15_9_F11,3259.29,25.45,68.4,421.8,5.6,10.22,Dolomite,37.9,7.44
VOLVE_15_9_F11,3259.61,22.01,81.1,523.3,5.29,10.71,Dolomite,37.92,7.2
VOLVE_15_9_F11,3259.94,21.67,78.3,466.0,6.05,10.71,Dolomite,37.95,7.82
VOLVE_15_9_F11,3260.17,20.91,83.2,468.3,6.45,10.41,Dolomite,37.99,5.46
VOLVE_15_9_F11,3260.8,28.04,75.6,458.5,5.4,10.59,Dolomite,38.0,8.78
